name,team,sport,stat,matchup,projection,line,edge,direction,reason,clean_name,augmented_projection,projection_delta,actual
CF  Junior Perez,Chicago White Sox,mlb,R,Houston_Astros_at_Chicago_White_Sox,0.12,9.5,-9.38,UNDER,"Strong +EV opportunity: CF  Junior Perez is projected for 0.1 R vs a line of 9.5, giving a UNDER edge of 9.38. Based on recent form, opponent matchup, and game context.",Junior Perez,0.12,0.0,
DH  Randal Grichuk,Chicago White Sox,mlb,HR,Houston_Astros_at_Chicago_White_Sox,0.12,9.5,-9.38,UNDER,"Strong +EV opportunity: DH  Randal Grichuk is projected for 0.1 HR vs a line of 9.5, giving a UNDER edge of 9.38. Based on recent form, opponent matchup, and game context.",Randal Grichuk,0.12,0.0,
1B  Luis García Jr.,Washington Nationals,mlb,RBI,Arizona_Diamondbacks_at_Washington_Nationals,0.63,10.0,-9.37,UNDER,Targeting 1B  Luis García Jr. UNDER 10.0 RBI. Model projects 0.6 (9.37 edge). Recent trends and opponent weakness support this play.,Luis García Jr.,0.63,0.0,
DH  Randal Grichuk,Chicago White Sox,mlb,2B,Houston_Astros_at_Chicago_White_Sox,0.13,9.5,-9.37,UNDER,DH  Randal Grichuk shows UNDER value at 9.5 2B. TC projection: 0.1 — edge: 9.37. Strong conviction based on usage rate and defensive matchup.,Randal Grichuk,0.13,0.0,
SS  Luisangel Acuña,Chicago White Sox,mlb,RBI,Houston_Astros_at_Chicago_White_Sox,0.14,9.5,-9.36,UNDER,SS  Luisangel Acuña shows UNDER value at 9.5 RBI. TC projection: 0.1 — edge: 9.36. Strong conviction based on usage rate and defensive matchup.,Luisangel Acuña,0.14,0.0,
LF  Sam Antonacci,Chicago White Sox,mlb,2B,Houston_Astros_at_Chicago_White_Sox,0.14,9.5,-9.36,UNDER,Targeting LF  Sam Antonacci UNDER 9.5 2B. Model projects 0.1 (9.36 edge). Recent trends and opponent weakness support this play.,Sam Antonacci,0.14,0.0,
LF  Sam Antonacci,Chicago White Sox,mlb,SB,Houston_Astros_at_Chicago_White_Sox,0.15,9.5,-9.35,UNDER,Targeting LF  Sam Antonacci UNDER 9.5 SB. Model projects 0.1 (9.35 edge). Recent trends and opponent weakness support this play.,Sam Antonacci,0.15,0.0,
DH  Andrew Benintendi,Chicago White Sox,mlb,2B,Houston_Astros_at_Chicago_White_Sox,0.15,9.5,-9.35,UNDER,Targeting DH  Andrew Benintendi UNDER 9.5 2B. Model projects 0.1 (9.35 edge). Recent trends and opponent weakness support this play.,Andrew Benintendi,0.15,0.0,
SS  Colson Montgomery,Chicago White Sox,mlb,2B,Houston_Astros_at_Chicago_White_Sox,0.15,9.5,-9.35,UNDER,SS  Colson Montgomery shows UNDER value at 9.5 2B. TC projection: 0.1 — edge: 9.35. Strong conviction based on usage rate and defensive matchup.,Colson Montgomery,0.15,0.0,
SS  CJ Abrams,Washington Nationals,mlb,RBI,Arizona_Diamondbacks_at_Washington_Nationals,0.66,10.0,-9.34,UNDER,Targeting SS  CJ Abrams UNDER 10.0 RBI. Model projects 0.7 (9.34 edge). Recent trends and opponent weakness support this play.,CJ Abrams,0.66,0.0,
2B  Nasim Nuñez,Washington Nationals,mlb,H,Arizona_Diamondbacks_at_Washington_Nationals,0.66,10.0,-9.34,UNDER,Targeting 2B  Nasim Nuñez UNDER 10.0 H. Model projects 0.7 (9.34 edge). Recent trends and opponent weakness support this play.,Nasim Nuñez,0.66,0.0,
2B  Chase Meidroth,Chicago White Sox,mlb,2B,Houston_Astros_at_Chicago_White_Sox,0.16,9.5,-9.34,UNDER,Targeting 2B  Chase Meidroth UNDER 9.5 2B. Model projects 0.2 (9.34 edge). Recent trends and opponent weakness support this play.,Chase Meidroth,0.16,0.0,
CF  Junior Perez,Chicago White Sox,mlb,RBI,Houston_Astros_at_Chicago_White_Sox,0.17,9.5,-9.33,UNDER,"Strong +EV opportunity: CF  Junior Perez is projected for 0.2 RBI vs a line of 9.5, giving a UNDER edge of 9.33. Based on recent form, opponent matchup, and game context.",Junior Perez,0.17,0.0,
RF  James Wood,Washington Nationals,mlb,BB,Arizona_Diamondbacks_at_Washington_Nationals,0.68,10.0,-9.32,UNDER,RF  James Wood shows UNDER value at 10.0 BB. TC projection: 0.7 — edge: 9.32. Strong conviction based on usage rate and defensive matchup.,James Wood,0.68,0.0,
SS  Luisangel Acuña,Chicago White Sox,mlb,SB,Houston_Astros_at_Chicago_White_Sox,0.18,9.5,-9.32,UNDER,Targeting SS  Luisangel Acuña UNDER 9.5 SB. Model projects 0.2 (9.32 edge). Recent trends and opponent weakness support this play.,Luisangel Acuña,0.18,0.0,
3B  Miguel Vargas,Chicago White Sox,mlb,HR,Houston_Astros_at_Chicago_White_Sox,0.18,9.5,-9.32,UNDER,3B  Miguel Vargas shows UNDER value at 9.5 HR. TC projection: 0.2 — edge: 9.32. Strong conviction based on usage rate and defensive matchup.,Miguel Vargas,0.18,0.0,
CF  Tristan Peters,Chicago White Sox,mlb,BB,Houston_Astros_at_Chicago_White_Sox,0.18,9.5,-9.32,UNDER,Targeting CF  Tristan Peters UNDER 9.5 BB. Model projects 0.2 (9.32 edge). Recent trends and opponent weakness support this play.,Tristan Peters,0.18,0.0,
C   Edgar Quero,Chicago White Sox,mlb,R,Houston_Astros_at_Chicago_White_Sox,0.19,9.5,-9.31,UNDER,"Strong +EV opportunity: C   Edgar Quero is projected for 0.2 R vs a line of 9.5, giving a UNDER edge of 9.31. Based on recent form, opponent matchup, and game context.",Edgar Quero,0.19,0.0,
CF  Tristan Peters,Chicago White Sox,mlb,2B,Houston_Astros_at_Chicago_White_Sox,0.19,9.5,-9.31,UNDER,CF  Tristan Peters shows UNDER value at 9.5 2B. TC projection: 0.2 — edge: 9.31. Strong conviction based on usage rate and defensive matchup.,Tristan Peters,0.19,0.0,
RF  Dylan Crews,Washington Nationals,mlb,H,Arizona_Diamondbacks_at_Washington_Nationals,0.7,10.0,-9.3,UNDER,"Strong +EV opportunity: RF  Dylan Crews is projected for 0.7 H vs a line of 10.0, giving a UNDER edge of 9.30. Based on recent form, opponent matchup, and game context.",Dylan Crews,0.7,0.0,
C   Edgar Quero,Chicago White Sox,mlb,BB,Houston_Astros_at_Chicago_White_Sox,0.2,9.5,-9.3,UNDER,"Strong +EV opportunity: C   Edgar Quero is projected for 0.2 BB vs a line of 9.5, giving a UNDER edge of 9.30. Based on recent form, opponent matchup, and game context.",Edgar Quero,0.2,0.0,
C   Drew Romo,Chicago White Sox,mlb,R,Houston_Astros_at_Chicago_White_Sox,0.2,9.5,-9.3,UNDER,C   Drew Romo shows UNDER value at 9.5 R. TC projection: 0.2 — edge: 9.30. Strong conviction based on usage rate and defensive matchup.,Drew Romo,0.2,0.0,
SS  Colson Montgomery,Chicago White Sox,mlb,HR,Houston_Astros_at_Chicago_White_Sox,0.21,9.5,-9.29,UNDER,"Strong +EV opportunity: SS  Colson Montgomery is projected for 0.2 HR vs a line of 9.5, giving a UNDER edge of 9.29. Based on recent form, opponent matchup, and game context.",Colson Montgomery,0.21,0.0,
CF  Junior Perez,Chicago White Sox,mlb,H,Houston_Astros_at_Chicago_White_Sox,0.21,9.5,-9.29,UNDER,CF  Junior Perez shows UNDER value at 9.5 H. TC projection: 0.2 — edge: 9.29. Strong conviction based on usage rate and defensive matchup.,Junior Perez,0.21,0.0,
3B  Miguel Vargas,Chicago White Sox,mlb,2B,Houston_Astros_at_Chicago_White_Sox,0.21,9.5,-9.29,UNDER,3B  Miguel Vargas shows UNDER value at 9.5 2B. TC projection: 0.2 — edge: 9.29. Strong conviction based on usage rate and defensive matchup.,Miguel Vargas,0.21,0.0,
SS  Luisangel Acuña,Chicago White Sox,mlb,R,Houston_Astros_at_Chicago_White_Sox,0.22,9.5,-9.28,UNDER,SS  Luisangel Acuña shows UNDER value at 9.5 R. TC projection: 0.2 — edge: 9.28. Strong conviction based on usage rate and defensive matchup.,Luisangel Acuña,0.22,0.0,
3B  Curtis Mead,Washington Nationals,mlb,H,Arizona_Diamondbacks_at_Washington_Nationals,0.73,10.0,-9.27,UNDER,Targeting 3B  Curtis Mead UNDER 10.0 H. Model projects 0.7 (9.27 edge). Recent trends and opponent weakness support this play.,Curtis Mead,0.73,0.0,
C   Edgar Quero,Chicago White Sox,mlb,RBI,Houston_Astros_at_Chicago_White_Sox,0.23,9.5,-9.27,UNDER,C   Edgar Quero shows UNDER value at 9.5 RBI. TC projection: 0.2 — edge: 9.27. Strong conviction based on usage rate and defensive matchup.,Edgar Quero,0.23,0.0,
C   Drew Romo,Chicago White Sox,mlb,RBI,Houston_Astros_at_Chicago_White_Sox,0.24,9.5,-9.26,UNDER,"Strong +EV opportunity: C   Drew Romo is projected for 0.2 RBI vs a line of 9.5, giving a UNDER edge of 9.26. Based on recent form, opponent matchup, and game context.",Drew Romo,0.24,0.0,
RF  Braden Montgomery,Chicago White Sox,mlb,2B,Houston_Astros_at_Chicago_White_Sox,0.24,9.5,-9.26,UNDER,RF  Braden Montgomery shows UNDER value at 9.5 2B. TC projection: 0.2 — edge: 9.26. Strong conviction based on usage rate and defensive matchup.,Braden Montgomery,0.24,0.0,
C   Keibert Ruiz,Washington Nationals,mlb,H,Arizona_Diamondbacks_at_Washington_Nationals,0.75,10.0,-9.25,UNDER,"Strong +EV opportunity: C   Keibert Ruiz is projected for 0.8 H vs a line of 10.0, giving a UNDER edge of 9.25. Based on recent form, opponent matchup, and game context.",Keibert Ruiz,0.75,0.0,
LF  Sam Antonacci,Chicago White Sox,mlb,BB,Houston_Astros_at_Chicago_White_Sox,0.25,9.5,-9.25,UNDER,"Strong +EV opportunity: LF  Sam Antonacci is projected for 0.2 BB vs a line of 9.5, giving a UNDER edge of 9.25. Based on recent form, opponent matchup, and game context.",Sam Antonacci,0.25,0.0,
DH  Andrew Benintendi,Chicago White Sox,mlb,BB,Houston_Astros_at_Chicago_White_Sox,0.26,9.5,-9.24,UNDER,Targeting DH  Andrew Benintendi UNDER 9.5 BB. Model projects 0.3 (9.24 edge). Recent trends and opponent weakness support this play.,Andrew Benintendi,0.26,0.0,
1B  Munetaka Murakami,Chicago White Sox,mlb,HR,Houston_Astros_at_Chicago_White_Sox,0.26,9.5,-9.24,UNDER,"Strong +EV opportunity: 1B  Munetaka Murakami is projected for 0.3 HR vs a line of 9.5, giving a UNDER edge of 9.24. Based on recent form, opponent matchup, and game context.",Munetaka Murakami,0.26,0.0,
C   Drew Romo,Chicago White Sox,mlb,BB,Houston_Astros_at_Chicago_White_Sox,0.27,9.5,-9.23,UNDER,C   Drew Romo shows UNDER value at 9.5 BB. TC projection: 0.3 — edge: 9.23. Strong conviction based on usage rate and defensive matchup.,Drew Romo,0.27,0.0,
RF  James Wood,Washington Nationals,mlb,R,Arizona_Diamondbacks_at_Washington_Nationals,0.78,10.0,-9.22,UNDER,Targeting RF  James Wood UNDER 10.0 R. Model projects 0.8 (9.22 edge). Recent trends and opponent weakness support this play.,James Wood,0.78,0.0,
RF  Braden Montgomery,Chicago White Sox,mlb,BB,Houston_Astros_at_Chicago_White_Sox,0.29,9.5,-9.21,UNDER,Targeting RF  Braden Montgomery UNDER 9.5 BB. Model projects 0.3 (9.21 edge). Recent trends and opponent weakness support this play.,Braden Montgomery,0.29,0.0,
SS  Colson Montgomery,Chicago White Sox,mlb,BB,Houston_Astros_at_Chicago_White_Sox,0.3,9.5,-9.2,UNDER,Targeting SS  Colson Montgomery UNDER 9.5 BB. Model projects 0.3 (9.20 edge). Recent trends and opponent weakness support this play.,Colson Montgomery,0.3,0.0,
DH  Randal Grichuk,Chicago White Sox,mlb,R,Houston_Astros_at_Chicago_White_Sox,0.3,9.5,-9.2,UNDER,DH  Randal Grichuk shows UNDER value at 9.5 R. TC projection: 0.3 — edge: 9.20. Strong conviction based on usage rate and defensive matchup.,Randal Grichuk,0.3,0.0,
1B  Luis García Jr.,Washington Nationals,mlb,H,Arizona_Diamondbacks_at_Washington_Nationals,0.81,10.0,-9.19,UNDER,Targeting 1B  Luis García Jr. UNDER 10.0 H. Model projects 0.8 (9.19 edge). Recent trends and opponent weakness support this play.,Luis García Jr.,0.81,0.0,
DH  Randal Grichuk,Chicago White Sox,mlb,RBI,Houston_Astros_at_Chicago_White_Sox,0.31,9.5,-9.19,UNDER,"Strong +EV opportunity: DH  Randal Grichuk is projected for 0.3 RBI vs a line of 9.5, giving a UNDER edge of 9.19. Based on recent form, opponent matchup, and game context.",Randal Grichuk,0.31,0.0,
LF  Daylen Lile,Washington Nationals,mlb,H,Arizona_Diamondbacks_at_Washington_Nationals,0.82,10.0,-9.18,UNDER,"Strong +EV opportunity: LF  Daylen Lile is projected for 0.8 H vs a line of 10.0, giving a UNDER edge of 9.18. Based on recent form, opponent matchup, and game context.",Daylen Lile,0.82,0.0,
LF  Sam Antonacci,Chicago White Sox,mlb,RBI,Houston_Astros_at_Chicago_White_Sox,0.32,9.5,-9.18,UNDER,"Strong +EV opportunity: LF  Sam Antonacci is projected for 0.3 RBI vs a line of 9.5, giving a UNDER edge of 9.18. Based on recent form, opponent matchup, and game context.",Sam Antonacci,0.32,0.0,
2B  Chase Meidroth,Chicago White Sox,mlb,RBI,Houston_Astros_at_Chicago_White_Sox,0.32,9.5,-9.18,UNDER,2B  Chase Meidroth shows UNDER value at 9.5 RBI. TC projection: 0.3 — edge: 9.18. Strong conviction based on usage rate and defensive matchup.,Chase Meidroth,0.32,0.0,
2B  Chase Meidroth,Chicago White Sox,mlb,BB,Houston_Astros_at_Chicago_White_Sox,0.33,9.5,-9.17,UNDER,2B  Chase Meidroth shows UNDER value at 9.5 BB. TC projection: 0.3 — edge: 9.17. Strong conviction based on usage rate and defensive matchup.,Chase Meidroth,0.33,0.0,
C   Drew Romo,Chicago White Sox,mlb,H,Houston_Astros_at_Chicago_White_Sox,0.33,9.5,-9.17,UNDER,C   Drew Romo shows UNDER value at 9.5 H. TC projection: 0.3 — edge: 9.17. Strong conviction based on usage rate and defensive matchup.,Drew Romo,0.33,0.0,
CF  Tristan Peters,Chicago White Sox,mlb,RBI,Houston_Astros_at_Chicago_White_Sox,0.33,9.5,-9.17,UNDER,CF  Tristan Peters shows UNDER value at 9.5 RBI. TC projection: 0.3 — edge: 9.17. Strong conviction based on usage rate and defensive matchup.,Tristan Peters,0.33,0.0,
CF  Tristan Peters,Chicago White Sox,mlb,R,Houston_Astros_at_Chicago_White_Sox,0.34,9.5,-9.16,UNDER,CF  Tristan Peters shows UNDER value at 9.5 R. TC projection: 0.3 — edge: 9.16. Strong conviction based on usage rate and defensive matchup.,Tristan Peters,0.34,0.0,
DH  Andrew Benintendi,Chicago White Sox,mlb,R,Houston_Astros_at_Chicago_White_Sox,0.39,9.5,-9.11,UNDER,"Strong +EV opportunity: DH  Andrew Benintendi is projected for 0.4 R vs a line of 9.5, giving a UNDER edge of 9.11. Based on recent form, opponent matchup, and game context.",Andrew Benintendi,0.39,0.0,
RF  James Wood,Washington Nationals,mlb,H,Arizona_Diamondbacks_at_Washington_Nationals,0.9,10.0,-9.1,UNDER,Targeting RF  James Wood UNDER 10.0 H. Model projects 0.9 (9.10 edge). Recent trends and opponent weakness support this play.,James Wood,0.9,0.0,
SS  Colson Montgomery,Chicago White Sox,mlb,R,Houston_Astros_at_Chicago_White_Sox,0.43,9.5,-9.07,UNDER,Targeting SS  Colson Montgomery UNDER 9.5 R. Model projects 0.4 (9.07 edge). Recent trends and opponent weakness support this play.,Colson Montgomery,0.43,0.0,
C   Edgar Quero,Chicago White Sox,mlb,H,Houston_Astros_at_Chicago_White_Sox,0.43,9.5,-9.07,UNDER,Targeting C   Edgar Quero UNDER 9.5 H. Model projects 0.4 (9.07 edge). Recent trends and opponent weakness support this play.,Edgar Quero,0.43,0.0,
SS  CJ Abrams,Washington Nationals,mlb,H,Arizona_Diamondbacks_at_Washington_Nationals,0.94,10.0,-9.06,UNDER,SS  CJ Abrams shows UNDER value at 10.0 H. TC projection: 0.9 — edge: 9.06. Strong conviction based on usage rate and defensive matchup.,CJ Abrams,0.94,0.0,
RF  Braden Montgomery,Chicago White Sox,mlb,RBI,Houston_Astros_at_Chicago_White_Sox,0.46,9.5,-9.04,UNDER,Targeting RF  Braden Montgomery UNDER 9.5 RBI. Model projects 0.5 (9.04 edge). Recent trends and opponent weakness support this play.,Braden Montgomery,0.46,0.0,
SS  Luisangel Acuña,Chicago White Sox,mlb,H,Houston_Astros_at_Chicago_White_Sox,0.46,9.5,-9.04,UNDER,Targeting SS  Luisangel Acuña UNDER 9.5 H. Model projects 0.5 (9.04 edge). Recent trends and opponent weakness support this play.,Luisangel Acuña,0.46,0.0,
DH  Randal Grichuk,Chicago White Sox,mlb,H,Houston_Astros_at_Chicago_White_Sox,0.47,9.5,-9.03,UNDER,"Strong +EV opportunity: DH  Randal Grichuk is projected for 0.5 H vs a line of 9.5, giving a UNDER edge of 9.03. Based on recent form, opponent matchup, and game context.",Randal Grichuk,0.47,0.0,
DH  Andrew Benintendi,Chicago White Sox,mlb,RBI,Houston_Astros_at_Chicago_White_Sox,0.5,9.5,-9.0,UNDER,"Strong +EV opportunity: DH  Andrew Benintendi is projected for 0.5 RBI vs a line of 9.5, giving a UNDER edge of 9.00. Based on recent form, opponent matchup, and game context.",Andrew Benintendi,0.5,0.0,
2B  Chase Meidroth,Chicago White Sox,mlb,R,Houston_Astros_at_Chicago_White_Sox,0.5,9.5,-9.0,UNDER,"Strong +EV opportunity: 2B  Chase Meidroth is projected for 0.5 R vs a line of 9.5, giving a UNDER edge of 9.00. Based on recent form, opponent matchup, and game context.",Chase Meidroth,0.5,0.0,
3B  Miguel Vargas,Chicago White Sox,mlb,BB,Houston_Astros_at_Chicago_White_Sox,0.5,9.5,-9.0,UNDER,3B  Miguel Vargas shows UNDER value at 9.5 BB. TC projection: 0.5 — edge: 9.00. Strong conviction based on usage rate and defensive matchup.,Miguel Vargas,0.5,0.0,
LF  Alex Call,Los Angeles Dodgers,mlb,3B,Los_Angeles_Dodgers_at_New_York_Mets,0.0,9.0,-9.0,UNDER,LF  Alex Call shows UNDER value at 9.0 3B. TC projection: 0.0 — edge: 9.00. Strong conviction based on usage rate and defensive matchup.,Alex Call,0.0,0.0,
2B  Alex Freeland,Los Angeles Dodgers,mlb,3B,Los_Angeles_Dodgers_at_New_York_Mets,0.0,9.0,-9.0,UNDER,2B  Alex Freeland shows UNDER value at 9.0 3B. TC projection: 0.0 — edge: 9.00. Strong conviction based on usage rate and defensive matchup.,Alex Freeland,0.0,0.0,
P   Alex Vesia,Los Angeles Dodgers,mlb,H,Los_Angeles_Dodgers_at_New_York_Mets,0.0,9.0,-9.0,UNDER,Targeting P   Alex Vesia UNDER 9.0 H. Model projects 0.0 (9.00 edge). Recent trends and opponent weakness support this play.,Alex Vesia,0.0,0.0,
P   Alex Vesia,Los Angeles Dodgers,mlb,R,Los_Angeles_Dodgers_at_New_York_Mets,0.0,9.0,-9.0,UNDER,P   Alex Vesia shows UNDER value at 9.0 R. TC projection: 0.0 — edge: 9.00. Strong conviction based on usage rate and defensive matchup.,Alex Vesia,0.0,0.0,
P   Alex Vesia,Los Angeles Dodgers,mlb,RBI,Los_Angeles_Dodgers_at_New_York_Mets,0.0,9.0,-9.0,UNDER,P   Alex Vesia shows UNDER value at 9.0 RBI. TC projection: 0.0 — edge: 9.00. Strong conviction based on usage rate and defensive matchup.,Alex Vesia,0.0,0.0,
P   Alex Vesia,Los Angeles Dodgers,mlb,HR,Los_Angeles_Dodgers_at_New_York_Mets,0.0,9.0,-9.0,UNDER,Targeting P   Alex Vesia UNDER 9.0 HR. Model projects 0.0 (9.00 edge). Recent trends and opponent weakness support this play.,Alex Vesia,0.0,0.0,
P   Alex Vesia,Los Angeles Dodgers,mlb,2B,Los_Angeles_Dodgers_at_New_York_Mets,0.0,9.0,-9.0,UNDER,"Strong +EV opportunity: P   Alex Vesia is projected for 0.0 2B vs a line of 9.0, giving a UNDER edge of 9.00. Based on recent form, opponent matchup, and game context.",Alex Vesia,0.0,0.0,
P   Alex Vesia,Los Angeles Dodgers,mlb,3B,Los_Angeles_Dodgers_at_New_York_Mets,0.0,9.0,-9.0,UNDER,P   Alex Vesia shows UNDER value at 9.0 3B. TC projection: 0.0 — edge: 9.00. Strong conviction based on usage rate and defensive matchup.,Alex Vesia,0.0,0.0,
P   Alex Vesia,Los Angeles Dodgers,mlb,BB,Los_Angeles_Dodgers_at_New_York_Mets,0.0,9.0,-9.0,UNDER,P   Alex Vesia shows UNDER value at 9.0 BB. TC projection: 0.0 — edge: 9.00. Strong conviction based on usage rate and defensive matchup.,Alex Vesia,0.0,0.0,
P   Alex Vesia,Los Angeles Dodgers,mlb,SB,Los_Angeles_Dodgers_at_New_York_Mets,0.0,9.0,-9.0,UNDER,Targeting P   Alex Vesia UNDER 9.0 SB. Model projects 0.0 (9.00 edge). Recent trends and opponent weakness support this play.,Alex Vesia,0.0,0.0,
C   Dalton Rushing,Los Angeles Dodgers,mlb,3B,Los_Angeles_Dodgers_at_New_York_Mets,0.0,9.0,-9.0,UNDER,C   Dalton Rushing shows UNDER value at 9.0 3B. TC projection: 0.0 — edge: 9.00. Strong conviction based on usage rate and defensive matchup.,Dalton Rushing,0.0,0.0,
C   Dalton Rushing,Los Angeles Dodgers,mlb,SB,Los_Angeles_Dodgers_at_New_York_Mets,0.0,9.0,-9.0,UNDER,C   Dalton Rushing shows UNDER value at 9.0 SB. TC projection: 0.0 — edge: 9.00. Strong conviction based on usage rate and defensive matchup.,Dalton Rushing,0.0,0.0,
P   Edgardo Henriquez,Los Angeles Dodgers,mlb,H,Los_Angeles_Dodgers_at_New_York_Mets,0.0,9.0,-9.0,UNDER,P   Edgardo Henriquez shows UNDER value at 9.0 H. TC projection: 0.0 — edge: 9.00. Strong conviction based on usage rate and defensive matchup.,Edgardo Henriquez,0.0,0.0,
P   Edgardo Henriquez,Los Angeles Dodgers,mlb,R,Los_Angeles_Dodgers_at_New_York_Mets,0.0,9.0,-9.0,UNDER,P   Edgardo Henriquez shows UNDER value at 9.0 R. TC projection: 0.0 — edge: 9.00. Strong conviction based on usage rate and defensive matchup.,Edgardo Henriquez,0.0,0.0,
